tx_id,sender_id,receiver_id,amount,transfer_timestamp,withdrawal_timestamp,withdrawal_atm_id
TXN-0006034,ACC_NORM_1648,ACC_NORM_0287,3179.75,2026-08-10T23:39:15,,
TXN-0006035,ACC_NORM_2885,ACC_NORM_2013,22983.24,2026-08-10T23:47:54,,
TXN-0006036,ACC_VIC_1011,ACC_MULE_0255,50979.56,2026-08-10T23:56:32,2026-08-11T00:21:14,ATM_BOB_037
TXN-0006037,ACC_NORM_1549,ACC_NORM_1921,10522.69,2026-08-11T00:05:11,,
TXN-0006038,ACC_VIC_0375,ACC_MULE_0380,227192.11,2026-08-11T00:13:49,2026-08-11T00:39:40,ATM_PNB_160
TXN-0006039,ACC_VIC_1461,ACC_MULE_0248,93674.5,2026-08-11T00:22:27,2026-08-11T00:57:03,ATM_HDFC_159
TXN-0006040,ACC_NORM_2735,ACC_NORM_0798,23886.74,2026-08-11T00:31:06,,
TXN-0006041,ACC_NORM_2279,ACC_NORM_1817,5339.77,2026-08-11T00:39:44,,
TXN-0006042,ACC_NORM_1542,ACC_NORM_0553,5679.83,2026-08-11T00:48:23,,
TXN-0006043,ACC_NORM_2463,ACC_NORM_2821,13452.43,2026-08-11T00:57:01,,
TXN-0006044,ACC_NORM_2327,ACC_NORM_1914,18042.14,2026-08-11T01:05:39,,
TXN-0006045,ACC_MULE_0599,ACC_MULE_0251,202998.89,2026-08-11T01:14:18,2026-08-11T01:33:56,ATM_BOB_094
TXN-0006046,ACC_NORM_2540,ACC_NORM_0933,12602.75,2026-08-11T01:22:56,,
TXN-0006047,ACC_NORM_0953,ACC_NORM_2217,19545.37,2026-08-11T01:31:35,,
TXN-0006048,ACC_NORM_1032,ACC_NORM_1545,10083.41,2026-08-11T01:40:13,,
TXN-0006049,ACC_NORM_0218,ACC_NORM_0075,23842.94,2026-08-11T01:48:51,,
TXN-0006050,ACC_VIC_1321,ACC_MULE_0367,159259.5,2026-08-11T01:57:30,2026-08-11T02:18:14,ATM_BOB_146
TXN-0006051,ACC_NORM_2302,ACC_NORM_0623,11228.76,2026-08-11T02:06:08,,
TXN-0006052,ACC_VIC_0266,ACC_MULE_0181,134498.38,2026-08-11T02:14:47,2026-08-11T02:36:32,ATM_UBI_030
TXN-0006053,ACC_NORM_2684,ACC_NORM_2404,24825.52,2026-08-11T02:23:25,,
TXN-0006054,ACC_MULE_0394,ACC_MULE_0551,53080.05,2026-08-11T02:32:03,2026-08-11T02:54:05,ATM_UBI_075
TXN-0006055,ACC_VIC_0775,ACC_MULE_0598,211248.66,2026-08-11T02:40:42,2026-08-11T02:57:01,ATM_BOB_094
TXN-0006056,ACC_NORM_2103,ACC_NORM_1272,23092.4,2026-08-11T02:49:20,,
TXN-0006057,ACC_NORM_1289,ACC_NORM_2506,7937.26,2026-08-11T02:57:59,,
TXN-0006058,ACC_NORM_2370,ACC_NORM_1751,1062.88,2026-08-11T03:06:37,,
TXN-0006059,ACC_VIC_0306,ACC_MULE_0114,86798.36,2026-08-11T03:15:15,2026-08-11T03:32:50,ATM_PNB_081
TXN-0006060,ACC_NORM_1163,ACC_NORM_0461,12925.74,2026-08-11T03:23:54,,
TXN-0006061,ACC_NORM_0763,ACC_NORM_0683,18499.61,2026-08-11T03:32:32,,
TXN-0006062,ACC_NORM_1431,ACC_NORM_0534,16516.86,2026-08-11T03:41:11,,
TXN-0006063,ACC_NORM_1009,ACC_NORM_0482,5869.13,2026-08-11T03:49:49,,
TXN-0006064,ACC_MULE_0076,ACC_MULE_0599,249592.0,2026-08-11T03:58:27,2026-08-11T04:33:27,ATM_UBI_016
TXN-0006065,ACC_NORM_1469,ACC_NORM_1946,12781.83,2026-08-11T04:07:06,,
TXN-0006066,ACC_NORM_0248,ACC_NORM_1606,11590.86,2026-08-11T04:15:44,,
TXN-0006067,ACC_NORM_1249,ACC_NORM_1305,9667.93,2026-08-11T04:24:23,,
TXN-0006068,ACC_VIC_0029,ACC_MULE_0449,151087.11,2026-08-11T04:33:01,2026-08-11T04:59:14,ATM_UBI_075
TXN-0006069,ACC_NORM_1340,ACC_NORM_0812,3931.4,2026-08-11T04:41:39,,
TXN-0006070,ACC_NORM_2153,ACC_NORM_2015,14288.43,2026-08-11T04:50:18,,
TXN-0006071,ACC_MULE_0280,ACC_MULE_0179,97916.64,2026-08-11T04:58:56,,
TXN-0006072,ACC_VIC_1045,ACC_MULE_0407,86437.23,2026-08-11T05:07:35,2026-08-11T05:40:50,ATM_PNB_160
TXN-0006073,ACC_NORM_1020,ACC_NORM_2911,21465.23,2026-08-11T05:16:13,,
TXN-0006074,ACC_NORM_0445,ACC_NORM_0269,4028.81,2026-08-11T05:24:51,,
TXN-0006075,ACC_NORM_2533,ACC_NORM_2907,19070.33,2026-08-11T05:33:30,,
TXN-0006076,ACC_NORM_2725,ACC_NORM_2199,14828.64,2026-08-11T05:42:08,,
TXN-0006077,ACC_NORM_2827,ACC_NORM_0331,13810.63,2026-08-11T05:50:47,,
TXN-0006078,ACC_NORM_0965,ACC_NORM_2525,2672.63,2026-08-11T05:59:25,,
TXN-0006079,ACC_VIC_1131,ACC_MULE_0250,181857.57,2026-08-11T06:08:03,2026-08-11T06:31:07,ATM_HDFC_130
TXN-0006080,ACC_NORM_2713,ACC_NORM_1458,16050.42,2026-08-11T06:16:42,,
TXN-0006081,ACC_NORM_0243,ACC_NORM_1902,2384.76,2026-08-11T06:25:20,,
TXN-0006082,ACC_NORM_0678,ACC_NORM_2783,11842.93,2026-08-11T06:33:59,,
TXN-0006083,ACC_NORM_0999,ACC_NORM_2999,16632.22,2026-08-11T06:42:37,,
TXN-0006084,ACC_VIC_0718,ACC_MULE_0116,163768.93,2026-08-11T06:51:15,2026-08-11T07:10:03,ATM_UBI_147
TXN-0006085,ACC_NORM_0037,ACC_NORM_0825,11398.58,2026-08-11T06:59:54,,
TXN-0006086,ACC_NORM_0637,ACC_NORM_2441,18025.22,2026-08-11T07:08:32,,
TXN-0006087,ACC_NORM_1786,ACC_NORM_2322,6575.58,2026-08-11T07:17:11,,
TXN-0006088,ACC_NORM_0353,ACC_NORM_1149,14924.47,2026-08-11T07:25:49,,
TXN-0006089,ACC_NORM_2474,ACC_NORM_0856,22123.69,2026-08-11T07:34:27,,
TXN-0006090,ACC_NORM_2017,ACC_NORM_2542,6009.26,2026-08-11T07:43:06,,
TXN-0006091,ACC_NORM_2381,ACC_NORM_0883,18549.91,2026-08-11T07:51:44,,
TXN-0006092,ACC_MULE_0411,ACC_MULE_0490,69574.7,2026-08-11T08:00:23,,
TXN-0006093,ACC_VIC_0712,ACC_MULE_0194,167864.92,2026-08-11T08:09:01,2026-08-11T08:41:36,ATM_UBI_030
TXN-0006094,ACC_NORM_1214,ACC_NORM_2773,19045.66,2026-08-11T08:17:39,,
TXN-0006095,ACC_NORM_0754,ACC_NORM_1781,9123.33,2026-08-11T08:26:18,,
TXN-0006096,ACC_VIC_1048,ACC_MULE_0483,65142.39,2026-08-11T08:34:56,,
TXN-0006097,ACC_NORM_2139,ACC_NORM_0490,6962.15,2026-08-11T08:43:35,,
TXN-0006098,ACC_NORM_0663,ACC_NORM_1398,7130.08,2026-08-11T08:52:13,,
TXN-0006099,ACC_NORM_2201,ACC_NORM_0641,8868.62,2026-08-11T09:00:51,,
TXN-0006100,ACC_NORM_1697,ACC_NORM_1103,12371.16,2026-08-11T09:09:30,,
TXN-0006101,ACC_NORM_1135,ACC_NORM_0216,3677.27,2026-08-11T09:18:08,,
TXN-0006102,ACC_NORM_1605,ACC_NORM_2104,19323.69,2026-08-11T09:26:47,,
TXN-0006103,ACC_MULE_0307,ACC_MULE_0356,198383.53,2026-08-11T09:35:25,2026-08-11T09:57:59,ATM_PNB_056
TXN-0006104,ACC_NORM_0028,ACC_NORM_0373,5373.63,2026-08-11T09:44:03,,
TXN-0006105,ACC_NORM_2580,ACC_NORM_2068,24157.97,2026-08-11T09:52:42,,
TXN-0006106,ACC_VIC_0396,ACC_MULE_0194,198297.51,2026-08-11T10:01:20,2026-08-11T10:19:15,ATM_HDFC_130
TXN-0006107,ACC_VIC_1416,ACC_MULE_0138,85580.69,2026-08-11T10:09:59,2026-08-11T10:26:16,ATM_ICICI_004
TXN-0006108,ACC_VIC_0493,ACC_MULE_0045,238241.13,2026-08-11T10:18:37,2026-08-11T10:43:38,ATM_UBI_045
TXN-0006109,ACC_NORM_1452,ACC_NORM_0466,11205.93,2026-08-11T10:27:15,,
TXN-0006110,ACC_NORM_2715,ACC_NORM_1455,3262.81,2026-08-11T10:35:54,,
TXN-0006111,ACC_NORM_2434,ACC_NORM_2726,14990.34,2026-08-11T10:44:32,,
TXN-0006112,ACC_VIC_0656,ACC_MULE_0552,151786.94,2026-08-11T10:53:11,,
TXN-0006113,ACC_VIC_0611,ACC_MULE_0126,120786.7,2026-08-11T11:01:49,2026-08-11T11:14:39,ATM_PNB_056
TXN-0006114,ACC_NORM_2791,ACC_NORM_2626,9816.52,2026-08-11T11:10:27,,
TXN-0006115,ACC_NORM_2600,ACC_NORM_1713,6488.73,2026-08-11T11:19:06,,
TXN-0006116,ACC_VIC_0930,ACC_MULE_0453,102837.07,2026-08-11T11:27:44,2026-08-11T11:42:48,ATM_HDFC_086
TXN-0006117,ACC_NORM_2432,ACC_NORM_2891,15713.09,2026-08-11T11:36:23,,
TXN-0006118,ACC_NORM_0681,ACC_NORM_1957,3307.95,2026-08-11T11:45:01,,
TXN-0006119,ACC_NORM_0374,ACC_NORM_1442,11193.13,2026-08-11T11:53:39,,
TXN-0006120,ACC_NORM_0895,ACC_NORM_1142,3764.91,2026-08-11T12:02:18,,
TXN-0006121,ACC_NORM_2476,ACC_NORM_1911,17831.61,2026-08-11T12:10:56,,
TXN-0006122,ACC_VIC_0015,ACC_MULE_0554,236467.32,2026-08-11T12:19:35,2026-08-11T13:04:49,ATM_UBI_150
TXN-0006123,ACC_NORM_2663,ACC_NORM_1205,4607.09,2026-08-11T12:28:13,,
TXN-0006124,ACC_NORM_2199,ACC_NORM_1866,17704.78,2026-08-11T12:36:51,,
TXN-0006125,ACC_NORM_0053,ACC_NORM_2491,19806.63,2026-08-11T12:45:30,,
TXN-0006126,ACC_VIC_0316,ACC_MULE_0540,98208.26,2026-08-11T12:54:08,2026-08-11T13:14:34,ATM_PNB_056
TXN-0006127,ACC_NORM_1331,ACC_NORM_0742,11935.39,2026-08-11T13:02:47,,
TXN-0006128,ACC_MULE_0215,ACC_MULE_0587,244981.34,2026-08-11T13:11:25,,
TXN-0006129,ACC_NORM_0380,ACC_NORM_2509,4897.03,2026-08-11T13:20:03,,
TXN-0006130,ACC_MULE_0141,ACC_MULE_0186,192273.27,2026-08-11T13:28:42,2026-08-11T14:09:39,ATM_PNB_003
TXN-0006131,ACC_NORM_0862,ACC_NORM_0635,21795.04,2026-08-11T13:37:20,,
TXN-0006132,ACC_VIC_1106,ACC_MULE_0268,221730.97,2026-08-11T13:45:59,2026-08-11T14:19:55,ATM_UBI_075
TXN-0006133,ACC_NORM_0581,ACC_NORM_2130,16962.17,2026-08-11T13:54:37,,
TXN-0006134,ACC_VIC_0945,ACC_MULE_0387,125556.02,2026-08-11T14:03:15,2026-08-11T14:45:20,ATM_KOTAK_168
TXN-0006135,ACC_NORM_2187,ACC_NORM_0595,2809.62,2026-08-11T14:11:54,,
TXN-0006136,ACC_NORM_1161,ACC_NORM_0583,20204.44,2026-08-11T14:20:32,,
TXN-0006137,ACC_NORM_2126,ACC_NORM_0516,2844.62,2026-08-11T14:29:11,,
TXN-0006138,ACC_NORM_2570,ACC_NORM_0463,10484.09,2026-08-11T14:37:49,,
TXN-0006139,ACC_NORM_1922,ACC_NORM_1308,3773.15,2026-08-11T14:46:27,,
TXN-0006140,ACC_VIC_0239,ACC_MULE_0228,93466.69,2026-08-11T14:55:06,2026-08-11T15:39:08,ATM_BOB_146
TXN-0006141,ACC_VIC_1374,ACC_MULE_0323,191790.5,2026-08-11T15:03:44,2026-08-11T15:30:47,ATM_AXIS_169
TXN-0006142,ACC_NORM_0878,ACC_NORM_0936,18853.05,2026-08-11T15:12:23,,
TXN-0006143,ACC_NORM_2539,ACC_NORM_2647,20268.36,2026-08-11T15:21:01,,
TXN-0006144,ACC_NORM_0986,ACC_NORM_2190,8288.68,2026-08-11T15:29:39,,
TXN-0006145,ACC_VIC_0358,ACC_MULE_0269,103483.69,2026-08-11T15:38:18,2026-08-11T15:56:38,ATM_HDFC_039
TXN-0006146,ACC_NORM_1712,ACC_NORM_2674,2785.87,2026-08-11T15:46:56,,
TXN-0006147,ACC_NORM_1407,ACC_NORM_0548,24275.23,2026-08-11T15:55:35,,
TXN-0006148,ACC_MULE_0030,ACC_MULE_0567,230771.56,2026-08-11T16:04:13,2026-08-11T16:41:06,ATM_BOB_146
TXN-0006149,ACC_NORM_0264,ACC_NORM_0286,2169.71,2026-08-11T16:12:51,,
TXN-0006150,ACC_VIC_0545,ACC_MULE_0533,76840.32,2026-08-11T16:21:30,2026-08-11T16:52:08,ATM_ICICI_087
TXN-0006151,ACC_NORM_1898,ACC_NORM_1413,2748.77,2026-08-11T16:30:08,,
TXN-0006152,ACC_NORM_0987,ACC_NORM_0918,23890.7,2026-08-11T16:38:47,,
TXN-0006153,ACC_NORM_0246,ACC_NORM_1493,1228.37,2026-08-11T16:47:25,,
TXN-0006154,ACC_VIC_0998,ACC_MULE_0071,157356.84,2026-08-11T16:56:03,2026-08-11T17:41:29,ATM_KOTAK_168
TXN-0006155,ACC_NORM_1887,ACC_NORM_0604,15959.33,2026-08-11T17:04:42,,
TXN-0006156,ACC_NORM_0818,ACC_NORM_2130,3820.37,2026-08-11T17:13:20,,
TXN-0006157,ACC_NORM_2351,ACC_NORM_1035,16552.47,2026-08-11T17:21:59,,
TXN-0006158,ACC_NORM_0047,ACC_NORM_0796,14592.96,2026-08-11T17:30:37,,
TXN-0006159,ACC_NORM_2945,ACC_NORM_2025,12366.02,2026-08-11T17:39:15,,
TXN-0006160,ACC_NORM_1599,ACC_NORM_1299,10050.13,2026-08-11T17:47:54,,
TXN-0006161,ACC_VIC_0032,ACC_MULE_0299,66782.91,2026-08-11T17:56:32,2026-08-11T18:27:27,ATM_SBI_110
TXN-0006162,ACC_NORM_2308,ACC_NORM_2047,14178.54,2026-08-11T18:05:11,,
TXN-0006163,ACC_NORM_0374,ACC_NORM_0383,24008.4,2026-08-11T18:13:49,,
TXN-0006164,ACC_MULE_0131,ACC_MULE_0486,108153.65,2026-08-11T18:22:27,2026-08-11T19:09:29,ATM_BOB_094
TXN-0006165,ACC_NORM_2395,ACC_NORM_2306,10424.76,2026-08-11T18:31:06,,
TXN-0006166,ACC_VIC_1475,ACC_MULE_0164,215399.77,2026-08-11T18:39:44,2026-08-11T19:28:55,ATM_BOB_034
TXN-0006167,ACC_NORM_2147,ACC_NORM_0856,13030.87,2026-08-11T18:48:23,,
TXN-0006168,ACC_MULE_0082,ACC_MULE_0432,142728.45,2026-08-11T18:57:01,2026-08-11T19:42:10,ATM_BOB_034
TXN-0006169,ACC_VIC_0293,ACC_MULE_0192,216186.39,2026-08-11T19:05:39,2026-08-11T19:28:24,ATM_HDFC_130
TXN-0006170,ACC_NORM_0693,ACC_NORM_1718,24520.28,2026-08-11T19:14:18,,
TXN-0006171,ACC_VIC_1329,ACC_MULE_0200,65042.53,2026-08-11T19:22:56,2026-08-11T19:43:18,ATM_SBI_041
TXN-0006172,ACC_MULE_0019,ACC_MULE_0415,109692.93,2026-08-11T19:31:35,2026-08-11T20:08:00,ATM_HDFC_170
TXN-0006173,ACC_NORM_0496,ACC_NORM_0789,9531.25,2026-08-11T19:40:13,,
TXN-0006174,ACC_MULE_0283,ACC_MULE_0268,187550.76,2026-08-11T19:48:51,2026-08-11T20:39:53,ATM_SBI_098
TXN-0006175,ACC_NORM_2744,ACC_NORM_1242,21995.36,2026-08-11T19:57:30,,
TXN-0006176,ACC_NORM_0585,ACC_NORM_0141,20851.49,2026-08-11T20:06:08,,
TXN-0006177,ACC_NORM_1425,ACC_NORM_1305,17815.41,2026-08-11T20:14:47,,
TXN-0006178,ACC_VIC_1248,ACC_MULE_0538,89796.65,2026-08-11T20:23:25,2026-08-11T20:33:54,ATM_HDFC_170
TXN-0006179,ACC_VIC_0681,ACC_MULE_0133,175162.92,2026-08-11T20:32:03,2026-08-11T21:03:54,ATM_PNB_062
TXN-0006180,ACC_VIC_0103,ACC_MULE_0229,84568.27,2026-08-11T20:40:42,2026-08-11T21:22:33,ATM_UBI_016
TXN-0006181,ACC_NORM_0680,ACC_NORM_0463,15286.81,2026-08-11T20:49:20,,
TXN-0006182,ACC_NORM_2287,ACC_NORM_0108,19761.1,2026-08-11T20:57:59,,
TXN-0006183,ACC_NORM_2832,ACC_NORM_1096,12753.98,2026-08-11T21:06:37,,
TXN-0006184,ACC_NORM_1284,ACC_NORM_1583,12940.23,2026-08-11T21:15:15,,
TXN-0006185,ACC_VIC_0612,ACC_MULE_0316,64673.34,2026-08-11T21:23:54,2026-08-11T22:45:14,ATM_AXIS_044
TXN-0006186,ACC_NORM_1965,ACC_NORM_2460,14765.55,2026-08-11T21:32:32,,
TXN-0006187,ACC_VIC_0344,ACC_MULE_0540,68625.0,2026-08-11T21:41:11,,
TXN-0006188,ACC_NORM_0985,ACC_NORM_0003,17326.02,2026-08-11T21:49:49,,
TXN-0006189,ACC_NORM_1436,ACC_NORM_0234,10084.6,2026-08-11T21:58:27,,
TXN-0006190,ACC_VIC_0331,ACC_MULE_0243,122408.67,2026-08-11T22:07:06,,
TXN-0006191,ACC_NORM_2552,ACC_NORM_0003,18219.72,2026-08-11T22:15:44,,
TXN-0006192,ACC_MULE_0376,ACC_MULE_0363,226511.85,2026-08-11T22:24:23,2026-08-11T22:40:16,ATM_ICICI_112
TXN-0006193,ACC_NORM_2037,ACC_NORM_0178,21819.2,2026-08-11T22:33:01,,
TXN-0006194,ACC_NORM_0611,ACC_NORM_0533,1027.84,2026-08-11T22:41:39,,
TXN-0006195,ACC_NORM_1535,ACC_NORM_1701,1291.5,2026-08-11T22:50:18,,
TXN-0006196,ACC_VIC_0561,ACC_MULE_0300,237334.53,2026-08-11T22:58:56,2026-08-11T23:31:19,ATM_UBI_016
TXN-0006197,ACC_VIC_0677,ACC_MULE_0432,95615.08,2026-08-11T23:07:35,2026-08-12T00:01:55,ATM_SBI_149
TXN-0006198,ACC_MULE_0116,ACC_MULE_0536,217477.7,2026-08-11T23:16:13,2026-08-11T23:44:19,ATM_KOTAK_005
TXN-0006199,ACC_NORM_2959,ACC_NORM_2746,18172.25,2026-08-11T23:24:51,,
TXN-0006200,ACC_NORM_0454,ACC_NORM_1385,20061.88,2026-08-11T23:33:30,,
TXN-0006201,ACC_NORM_2713,ACC_NORM_0667,18967.75,2026-08-11T23:42:08,,
TXN-0006202,ACC_NORM_2369,ACC_NORM_1334,23849.63,2026-08-11T23:50:47,,
TXN-0006203,ACC_NORM_0725,ACC_NORM_0836,8279.19,2026-08-11T23:59:25,,
TXN-0006204,ACC_VIC_0464,ACC_MULE_0042,175011.06,2026-08-12T00:08:03,,
TXN-0006205,ACC_NORM_2251,ACC_NORM_2943,19803.23,2026-08-12T00:16:42,,
TXN-0006206,ACC_NORM_1583,ACC_NORM_0202,11334.18,2026-08-12T00:25:20,,
TXN-0006207,ACC_VIC_1056,ACC_MULE_0499,90521.27,2026-08-12T00:33:59,,
TXN-0006208,ACC_NORM_2210,ACC_NORM_1752,5013.98,2026-08-12T00:42:37,,
TXN-0006209,ACC_NORM_2219,ACC_NORM_2469,857.41,2026-08-12T00:51:15,,
TXN-0006210,ACC_NORM_1912,ACC_NORM_1732,11123.04,2026-08-12T00:59:54,,
TXN-0006211,ACC_NORM_2289,ACC_NORM_1971,20099.46,2026-08-12T01:08:32,,
TXN-0006212,ACC_NORM_2573,ACC_NORM_1718,9061.65,2026-08-12T01:17:11,,
TXN-0006213,ACC_NORM_2886,ACC_NORM_2212,24669.3,2026-08-12T01:25:49,,
TXN-0006214,ACC_MULE_0363,ACC_MULE_0059,165966.4,2026-08-12T01:34:27,,
TXN-0006215,ACC_NORM_2247,ACC_NORM_2569,4008.75,2026-08-12T01:43:06,,
TXN-0006216,ACC_MULE_0035,ACC_MULE_0161,106874.24,2026-08-12T01:51:44,2026-08-12T02:11:47,ATM_PNB_052
TXN-0006217,ACC_VIC_0008,ACC_MULE_0086,66071.44,2026-08-12T02:00:23,2026-08-12T02:28:38,ATM_BOB_094
TXN-0006218,ACC_VIC_1149,ACC_MULE_0208,124696.35,2026-08-12T02:09:01,2026-08-12T02:25:04,ATM_ICICI_142
TXN-0006219,ACC_NORM_1803,ACC_NORM_2468,21669.31,2026-08-12T02:17:39,,
TXN-0006220,ACC_NORM_0483,ACC_NORM_0937,20562.33,2026-08-12T02:26:18,,
TXN-0006221,ACC_NORM_2545,ACC_NORM_0198,12796.34,2026-08-12T02:34:56,,
TXN-0006222,ACC_NORM_0778,ACC_NORM_2870,5679.1,2026-08-12T02:43:35,,
TXN-0006223,ACC_NORM_0648,ACC_NORM_2537,12149.19,2026-08-12T02:52:13,,
TXN-0006224,ACC_NORM_2840,ACC_NORM_0432,6598.87,2026-08-12T03:00:51,,
TXN-0006225,ACC_NORM_1144,ACC_NORM_2599,12282.96,2026-08-12T03:09:30,,
TXN-0006226,ACC_NORM_0479,ACC_NORM_0111,19469.89,2026-08-12T03:18:08,,
TXN-0006227,ACC_VIC_0412,ACC_MULE_0195,102271.7,2026-08-12T03:26:47,2026-08-12T03:59:49,ATM_UBI_030
TXN-0006228,ACC_NORM_2466,ACC_NORM_0332,15210.74,2026-08-12T03:35:25,,
TXN-0006229,ACC_NORM_2790,ACC_NORM_0345,5115.26,2026-08-12T03:44:03,,
TXN-0006230,ACC_NORM_0385,ACC_NORM_1151,11244.66,2026-08-12T03:52:42,,
TXN-0006231,ACC_NORM_2653,ACC_NORM_2505,14876.73,2026-08-12T04:01:20,,
TXN-0006232,ACC_NORM_1023,ACC_NORM_0695,23226.33,2026-08-12T04:09:59,,
TXN-0006233,ACC_NORM_1454,ACC_NORM_2117,6368.74,2026-08-12T04:18:37,,
TXN-0006234,ACC_NORM_1295,ACC_NORM_1874,8431.92,2026-08-12T04:27:15,,
TXN-0006235,ACC_NORM_0084,ACC_NORM_0220,15872.23,2026-08-12T04:35:54,,
TXN-0006236,ACC_NORM_0717,ACC_NORM_0368,7416.63,2026-08-12T04:44:32,,
TXN-0006237,ACC_MULE_0375,ACC_MULE_0402,73443.02,2026-08-12T04:53:11,2026-08-12T05:21:10,ATM_PNB_056
TXN-0006238,ACC_NORM_2728,ACC_NORM_0246,19902.88,2026-08-12T05:01:49,,
TXN-0006239,ACC_NORM_0728,ACC_NORM_1076,15665.94,2026-08-12T05:10:27,,
TXN-0006240,ACC_VIC_0327,ACC_MULE_0387,242021.68,2026-08-12T05:19:06,2026-08-12T06:36:24,ATM_BOB_020
TXN-0006241,ACC_VIC_0603,ACC_MULE_0124,153242.14,2026-08-12T05:27:44,2026-08-12T06:06:48,ATM_SBI_011
TXN-0006242,ACC_NORM_1038,ACC_NORM_1866,24008.91,2026-08-12T05:36:23,,
TXN-0006243,ACC_MULE_0498,ACC_MULE_0077,222160.48,2026-08-12T05:45:01,,
TXN-0006244,ACC_NORM_0881,ACC_NORM_1714,11039.01,2026-08-12T05:53:39,,
TXN-0006245,ACC_NORM_0012,ACC_NORM_0572,22666.37,2026-08-12T06:02:18,,
TXN-0006246,ACC_NORM_1101,ACC_NORM_2507,8477.81,2026-08-12T06:10:56,,
TXN-0006247,ACC_VIC_0639,ACC_MULE_0372,161529.76,2026-08-12T06:19:35,2026-08-12T07:00:06,ATM_SBI_011
TXN-0006248,ACC_VIC_0309,ACC_MULE_0235,163927.21,2026-08-12T06:28:13,2026-08-12T06:58:15,ATM_BOB_028
TXN-0006249,ACC_NORM_0726,ACC_NORM_2073,9535.33,2026-08-12T06:36:51,,
TXN-0006250,ACC_NORM_0438,ACC_NORM_1159,14418.77,2026-08-12T06:45:30,,
TXN-0006251,ACC_NORM_2133,ACC_NORM_0752,10887.0,2026-08-12T06:54:08,,
TXN-0006252,ACC_VIC_1353,ACC_MULE_0171,113191.81,2026-08-12T07:02:47,,
TXN-0006253,ACC_NORM_2355,ACC_NORM_1950,1381.47,2026-08-12T07:11:25,,
TXN-0006254,ACC_VIC_1474,ACC_MULE_0117,132495.72,2026-08-12T07:20:03,2026-08-12T07:45:34,ATM_KOTAK_178
TXN-0006255,ACC_NORM_2083,ACC_NORM_0531,20852.8,2026-08-12T07:28:42,,
TXN-0006256,ACC_NORM_0340,ACC_NORM_2680,14088.94,2026-08-12T07:37:20,,
TXN-0006257,ACC_NORM_0254,ACC_NORM_2694,24138.77,2026-08-12T07:45:59,,
TXN-0006258,ACC_NORM_1654,ACC_NORM_2390,20686.82,2026-08-12T07:54:37,,
TXN-0006259,ACC_MULE_0537,ACC_MULE_0319,81302.66,2026-08-12T08:03:15,2026-08-12T08:29:56,ATM_PNB_062
TXN-0006260,ACC_VIC_0225,ACC_MULE_0379,204658.26,2026-08-12T08:11:54,2026-08-12T08:58:10,ATM_ICICI_004
TXN-0006261,ACC_NORM_0644,ACC_NORM_1215,12905.98,2026-08-12T08:20:32,,
TXN-0006262,ACC_NORM_1132,ACC_NORM_2154,8685.24,2026-08-12T08:29:11,,
TXN-0006263,ACC_VIC_0813,ACC_MULE_0523,238257.85,2026-08-12T08:37:49,2026-08-12T09:33:13,ATM_ICICI_019
TXN-0006264,ACC_MULE_0060,ACC_MULE_0100,93201.84,2026-08-12T08:46:27,2026-08-12T09:04:12,ATM_UBI_093
TXN-0006265,ACC_MULE_0315,ACC_MULE_0301,207082.43,2026-08-12T08:55:06,2026-08-12T09:27:05,ATM_ICICI_112
TXN-0006266,ACC_NORM_1600,ACC_NORM_1567,19093.58,2026-08-12T09:03:44,,
TXN-0006267,ACC_VIC_0267,ACC_MULE_0265,73014.46,2026-08-12T09:12:23,2026-08-12T09:35:01,ATM_ICICI_142
TXN-0006268,ACC_NORM_1280,ACC_NORM_1288,5717.13,2026-08-12T09:21:01,,
TXN-0006269,ACC_VIC_0233,ACC_MULE_0032,141530.2,2026-08-12T09:29:39,2026-08-12T10:14:44,ATM_PNB_174
TXN-0006270,ACC_NORM_1155,ACC_NORM_0781,7053.83,2026-08-12T09:38:18,,
TXN-0006271,ACC_NORM_1215,ACC_NORM_2525,8510.05,2026-08-12T09:46:56,,
TXN-0006272,ACC_NORM_1823,ACC_NORM_1296,21305.95,2026-08-12T09:55:35,,
TXN-0006273,ACC_NORM_0738,ACC_NORM_0481,7844.64,2026-08-12T10:04:13,,
TXN-0006274,ACC_NORM_1423,ACC_NORM_1758,13549.74,2026-08-12T10:12:51,,
TXN-0006275,ACC_NORM_2643,ACC_NORM_1476,19460.09,2026-08-12T10:21:30,,
TXN-0006276,ACC_NORM_1714,ACC_NORM_1528,12018.05,2026-08-12T10:30:08,,
TXN-0006277,ACC_NORM_2622,ACC_NORM_1092,18047.6,2026-08-12T10:38:47,,
TXN-0006278,ACC_NORM_0252,ACC_NORM_1225,7707.07,2026-08-12T10:47:25,,
TXN-0006279,ACC_NORM_2672,ACC_NORM_1401,7686.36,2026-08-12T10:56:03,,
TXN-0006280,ACC_VIC_0560,ACC_MULE_0194,114803.24,2026-08-12T11:04:42,2026-08-12T11:23:01,ATM_UBI_030
TXN-0006281,ACC_VIC_0234,ACC_MULE_0555,99433.45,2026-08-12T11:13:20,2026-08-12T11:54:43,ATM_ICICI_142
TXN-0006282,ACC_NORM_0986,ACC_NORM_2831,19966.31,2026-08-12T11:21:59,,
